propInAgeRange,propWithAgeAtFirstObs,propWithGenderCriteria,propWithRaceCriteria,propWithEthnicityCriteria,propWithCalendarTime,propWithLongitudinalCriteria,propWithRequiredDomain,propWithConditionCriteria,propWithDrugCriteria,propWithDeviceCriteria,propWithMeasurementCriteria,propMeasRecordsWithValues,propWithDeathCriteria,propWithProcedureCriteria,propWithObservationCriteria,propWithIPCriteria,propWithOPCriteria,propWithERCriteria,propWithRequiredTargetConcepts,propWithRequiredComparatorConcepts,propWithRequiredOutcomeConcepts
0.05,0.01,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0
